Review_id,Film_id,Comment
365,tt6679794,"{'imdb_id': 'tt6679794', 'comentarios': [{'review': 'Wallace successor', 'rating': '8/10'}, {'review': 'Great film, but should have been a 6 episode mini series', 'rating': '7/10'}, {'review': 'Netflix film deserves a big screen', 'rating': '8/10'}, {'review': 'nice surprise', 'rating': '9/10'}, {'review': 'Deserves greater praise', 'rating': '8/10'}, {'review': 'Great historical film but had its writing and editing issues', 'rating': '8/10'}, {'review': 'A superior and realistic medieval film', 'rating': '9/10'}, {'review': 'A Real Movie', 'rating': '8/10'}, {'review': 'Stunning scenery and great battle scenes', 'rating': '9/10'}, {'review': 'One of the best Netflix outings', 'rating': '9/10'}, {'review': 'Absolutely brilliant', 'rating': '8/10'}, {'review': '👍👍', 'rating': '9/10'}, {'review': 'Solid', 'rating': '7/10'}, {'review': ""Don't listen to the negativity."", 'rating': '6/10'}, {'review': 'Good medieval historical epic', 'rating': '9/10'}, {'review': 'Directors Cut Please', 'rating': '6/10'}, {'review': 'Beautifully crafted and acted, with great images', 'rating': '7/10'}, {'review': 'mud and blood', 'rating': '9/10'}, {'review': 'A realistic more modern sequel to Braveheart', 'rating': '7/10'}, {'review': 'Surprisingly Good', 'rating': '6/10'}, {'review': 'Scottish historical action done well', 'rating': '10/10'}, {'review': 'history lesson', 'rating': '7/10'}, {'review': ""Netflix should've released this in a wide theatrically"", 'rating': '10/10'}, {'review': 'Great history, writing only OK', 'rating': 'Sin calificación'}, {'review': 'Fantastic film', 'rating': 'Sin calificación'}]}"
366,tt11142762,"{'imdb_id': 'tt11142762', 'comentarios': [{'review': 'Thank you for this movie!', 'rating': '8/10'}, {'review': 'Pagglait is fun & educational. Watch it with your family.', 'rating': '9/10'}, {'review': 'A MUST WATCH', 'rating': '10/10'}, {'review': 'Lovely movie', 'rating': '10/10'}, {'review': 'Poignant is the word', 'rating': '9/10'}, {'review': 'Break free :)', 'rating': '8/10'}, {'review': 'Surprising better than I thought', 'rating': '8/10'}, {'review': 'Pagglait checks many boxes with its brilliant performances and writing.', 'rating': '10/10'}, {'review': 'Everyone needs to watch this wonderful film.', 'rating': '8/10'}, {'review': 'Decent one time watch.', 'rating': '7/10'}, {'review': 'A deep dive into Indian culture, adorable, wonderful photography...', 'rating': '9/10'}, {'review': 'Same as Ramprasad ki tehrvi.', 'rating': '3/10'}, {'review': 'A coming to terms movie', 'rating': '8/10'}, {'review': 'Ok for one time watch..', 'rating': '7/10'}, {'review': 'Great family movie after years', 'rating': '9/10'}, {'review': 'Shameless copy', 'rating': '1/10'}, {'review': 'Happy to see bollywood making such films', 'rating': '9/10'}, {'review': 'Give it a chance to watch', 'rating': '7/10'}, {'review': 'Another nonsense by Netflix', 'rating': '3/10'}, {'review': 'Saanyaaa is love!', 'rating': '10/10'}, {'review': 'A must watch', 'rating': '10/10'}, {'review': 'Surprising,much better than I thought...', 'rating': '9/10'}, {'review': 'Beautiful and cleverly written movie', 'rating': '9/10'}, {'review': 'Brilliant Cast & Acting but Story disappointed', 'rating': '5/10'}, {'review': 'The perfect persona of our society and culture!!!', 'rating': '10/10'}]}"
367,tt7689924,"{'imdb_id': 'tt7689924', 'comentarios': [{'review': 'ONE SIDED', 'rating': '5/10'}, {'review': 'Changed my opinion', 'rating': '10/10'}, {'review': 'Excellent Doc!', 'rating': '10/10'}, {'review': 'Far Too Reverential', 'rating': '2/10'}, {'review': 'Did She Hire People To Post Reviews', 'rating': '2/10'}, {'review': 'To love or to hate', 'rating': '9/10'}, {'review': 'A well made and effective documentary.', 'rating': '8/10'}, {'review': 'Fantastic, Pure and Awe-Inspiring.', 'rating': '10/10'}, {'review': 'Thank you, Gloria Allred for empowering women to speak up and have their day in court!', 'rating': '8/10'}, {'review': 'I now have a new love for Gloria Allred. She is a hero.', 'rating': 'Sin calificación'}]}"
368,tt6193522,"{'imdb_id': 'tt6193522', 'comentarios': [{'review': 'An Amazing American Tale', 'rating': '10/10'}, {'review': 'What Hard Work and Discipline Will Do For You!', 'rating': '9/10'}, {'review': 'Very interesting , Hard work pays off. Must Watch', 'rating': '7/10'}, {'review': 'Hard work and Perseverance - Highly Recommend', 'rating': '10/10'}, {'review': 'Good documentary, but heavily flawed in one major aspect', 'rating': '7/10'}, {'review': 'Awesome Documentary', 'rating': '10/10'}, {'review': 'M-A-R-V-E-L-O-U-S', 'rating': '10/10'}, {'review': 'good viewing!', 'rating': '9/10'}, {'review': 'Super proud!', 'rating': '10/10'}, {'review': 'We should all learn spelling.', 'rating': '10/10'}, {'review': 'These kids make Indians proud - Must watch', 'rating': '10/10'}, {'review': 'Watch it with your kids', 'rating': '10/10'}, {'review': 'Proud to be an Indian!', 'rating': '10/10'}, {'review': 'Minorities Dedication and Hard work!', 'rating': '10/10'}, {'review': 'Genuinely charming documentary!', 'rating': '10/10'}, {'review': 'Feel good documentary!', 'rating': '10/10'}, {'review': 'Highly driven and motivated kids', 'rating': '10/10'}, {'review': 'Inspiring story', 'rating': '10/10'}, {'review': 'Phenomenal Kids!', 'rating': '10/10'}, {'review': 'Invest in children education!', 'rating': '10/10'}, {'review': 'Good Watch!', 'rating': '10/10'}, {'review': 'Keep score intellectually!', 'rating': '10/10'}]}"
369,tt12411586,"{'imdb_id': 'tt12411586', 'comentarios': [{'review': '(Kick Ass) Representation Matters!', 'rating': '10/10'}]}"
370,tt9683478,"{'imdb_id': 'tt9683478', 'comentarios': [{'review': 'Beautiful Story about Love, Friendship and Longing', 'rating': '10/10'}, {'review': 'This is not a love story', 'rating': '9/10'}, {'review': 'Not a lesbian love story', 'rating': '10/10'}, {'review': 'Oh so wholesome', 'rating': '8/10'}, {'review': 'Invigorating and from the heart - intoscreens.com', 'rating': '8/10'}, {'review': 'Not as clever as it thinks it is', 'rating': '7/10'}, {'review': 'An enjoyable and interesting film, with an intelligent script, but it runs too long', 'rating': '7/10'}, {'review': 'The power of good directing and screenwriting', 'rating': '8/10'}, {'review': 'Absolutely wonderful', 'rating': '10/10'}, {'review': 'Best movie on Netflix for ages', 'rating': '9/10'}, {'review': 'I Really Wish I Had Loved It', 'rating': '5/10'}, {'review': 'Good story, but could have been told better', 'rating': '7/10'}, {'review': ""Not the 50's, teenagers don't propose anymore..."", 'rating': '5/10'}, {'review': 'Not your typical love story', 'rating': '10/10'}, {'review': ""The best romantic comedy out there. It's that good."", 'rating': '4/10'}, {'review': ""I'm surprised by all the positive reviews"", 'rating': '10/10'}, {'review': ""Give it a try you won't regret"", 'rating': '10/10'}, {'review': 'Watch it for a different love story.', 'rating': '4/10'}, {'review': 'Same cliches, scenarios over and over again', 'rating': '6/10'}, {'review': 'Almost Good', 'rating': '5/10'}, {'review': 'A romcom coming-of-age movie with a predictable plot twist.', 'rating': '8/10'}, {'review': 'Cute', 'rating': '5/10'}, {'review': 'Half Good', 'rating': '5/10'}, {'review': 'Slow and full of non-sense', 'rating': '5/10'}, {'review': 'Not bad but not very interesting', 'rating': 'Sin calificación'}]}"
371,tt1860242,"{'imdb_id': 'tt1860242', 'comentarios': [{'review': 'Entertaining and engaging, skipping the prior sympathetic bandit myth telling', 'rating': '8/10'}, {'review': 'Yes!', 'rating': '8/10'}, {'review': 'Finally a movie that glorifies the good guys', 'rating': '8/10'}, {'review': 'Well done!', 'rating': '8/10'}, {'review': 'icon adjacent', 'rating': '9/10'}, {'review': 'Excellent', 'rating': '9/10'}, {'review': 'Sympathy for the devils (?)', 'rating': '8/10'}, {'review': '""People don\'t always know who they are..., until it\'s too late.""', 'rating': '7/10'}, {'review': 'Good, but Slow.', 'rating': '7/10'}, {'review': ""It's Woody Harrelson and Kevin Costner Show"", 'rating': '7/10'}, {'review': 'There was a time when we put a pair of man killers on the trail and let them do their job. TEXAS RANGERS.', 'rating': '10/10'}, {'review': 'A 10/10 grabbed-my-attention delight!', 'rating': '7/10'}, {'review': 'Effective Remake', 'rating': '8/10'}, {'review': 'Long, slow burn, but still a great biopic.', 'rating': '8/10'}, {'review': 'A Damn Good Film', 'rating': '9/10'}, {'review': 'The other side of the isle', 'rating': '9/10'}, {'review': 'Amazing', 'rating': '9/10'}, {'review': 'An instant classic', 'rating': '10/10'}, {'review': 'An Honest Review', 'rating': '9/10'}, {'review': 'Probably the best film I have seen on Netflix', 'rating': '10/10'}, {'review': 'What is wrong with you people in Hollywood ?', 'rating': '10/10'}, {'review': 'Not What You Would Expect -- In a Very, Very Good Way', 'rating': '7/10'}, {'review': 'Mixed feelings', 'rating': '10/10'}, {'review': ""One of the best True Crime Drama's I've seen!"", 'rating': '8/10'}, {'review': 'but ever so slow', 'rating': 'Sin calificación'}]}"
372,tt10376068,"{'imdb_id': 'tt10376068', 'comentarios': [{'review': 'Comedy history?', 'rating': '8/10'}, {'review': 'a thity-minute music video', 'rating': '8/10'}, {'review': 'Something different in comedy', 'rating': '10/10'}, {'review': ""They've done it yet again!"", 'rating': '10/10'}, {'review': ""Film Schools Will Use This To Teach Their Students 'How To Earn An Award'"", 'rating': '9/10'}, {'review': 'Perfect for fans of the lonely island', 'rating': '10/10'}, {'review': 'So damn good', 'rating': '10/10'}, {'review': 'Comedy rap better than normal rap today.', 'rating': '10/10'}, {'review': 'When comedy hip-hop is WAY better than real hip-hop...', 'rating': '10/10'}, {'review': 'Cinematic Masterpiece', 'rating': '8/10'}, {'review': 'Wow!', 'rating': '9/10'}, {'review': 'Comedians who know how to rap also know baseball', 'rating': '10/10'}, {'review': 'The Lonely Island and Netflix made for Each Other !!!', 'rating': '10/10'}, {'review': 'Incredibad Level of Excellence', 'rating': '10/10'}, {'review': 'Life changing', 'rating': '10/10'}, {'review': 'Visually beautiful and comically genius', 'rating': '10/10'}, {'review': 'Difficult to see anything get any better', 'rating': '9/10'}, {'review': 'Put this on Netflix and then watch the hilarity!', 'rating': '10/10'}, {'review': 'Silk Robes and Kimonos...', 'rating': '7/10'}, {'review': 'Upon the 8th viewing...', 'rating': '4/10'}, {'review': 'What the hell did I just watch?', 'rating': '10/10'}, {'review': 'Ridiculous and unnecessary.', 'rating': '10/10'}, {'review': 'Great Visuals and Raps', 'rating': '3/10'}, {'review': 'The level of creativity..', 'rating': 'Sin calificación'}, {'review': 'Not funny', 'rating': 'Sin calificación'}]}"
373,tt5536736,"{'imdb_id': 'tt5536736', 'comentarios': [{'review': 'Family dysfunction is rarely this entertaining, poignant or effortless to watch.', 'rating': '9/10'}, {'review': 'The Dramedy Of The Year', 'rating': '10/10'}, {'review': ""It's Manhattan and they're Jewish. You don't need much more preparation."", 'rating': '9/10'}, {'review': 'A Wonderful Family Dramedy', 'rating': '10/10'}, {'review': 'As close to real life as it gets...', 'rating': '3/10'}, {'review': 'Great cast, bad movie.', 'rating': '9/10'}, {'review': 'A Great Film with Fantastic Performances!', 'rating': '8/10'}, {'review': ""Baumbach's shot at maturity and warmheartedness"", 'rating': '7/10'}, {'review': ""Down to earth drama that isn't swinging for big laughs or big tears"", 'rating': '8/10'}, {'review': 'An old fashioned good quality movie', 'rating': '3/10'}, {'review': 'An insufferable dramedy about a terrible person', 'rating': '2/10'}, {'review': 'Funny - NAUGHT', 'rating': '1/10'}, {'review': 'Pretentious treacle', 'rating': '1/10'}, {'review': 'Almost 2 hours of my life that I will never get back.', 'rating': '3/10'}, {'review': 'My Reckoning with Noah Baumbach', 'rating': '2/10'}, {'review': 'Good acting ruined by amateur story and desperate attempt to shock', 'rating': '8/10'}, {'review': 'Appears Superficial, But Actually Packed With Emotion', 'rating': '2/10'}, {'review': 'Exhausting', 'rating': '1/10'}, {'review': 'Just not up to the task', 'rating': '2/10'}, {'review': 'Lost', 'rating': '6/10'}, {'review': 'Baumbach and Sandler Meet in the Qualitative Middle', 'rating': '7/10'}, {'review': 'family ties', 'rating': '3/10'}, {'review': 'Waste of time Of The Year', 'rating': '10/10'}, {'review': 'Top shelf', 'rating': '2/10'}, {'review': 'Too overly written and boring', 'rating': 'Sin calificación'}]}"
374,tt5419676,"{'imdb_id': 'tt5419676', 'comentarios': [{'review': 'A must watch!', 'rating': '10/10'}, {'review': 'Fantastic production and discussion about the issues women continue to struggle against', 'rating': '10/10'}, {'review': 'STELLAR!', 'rating': '10/10'}, {'review': ""Women's stories told from the source"", 'rating': '8/10'}, {'review': 'Loved it!', 'rating': '10/10'}, {'review': ""Maybe they didn't want the message"", 'rating': '10/10'}, {'review': 'A very important part of history', 'rating': '8/10'}, {'review': 'It was an honest state of affairs of feminism today', 'rating': '1/10'}, {'review': 'Lovely and inspiring', 'rating': '10/10'}, {'review': 'title stuff', 'rating': '3/10'}, {'review': ""It's great documentary"", 'rating': '10/10'}, {'review': 'Inspiring call to action.', 'rating': '8/10'}, {'review': 'A must see', 'rating': '10/10'}, {'review': ""A good portrayal of women's experiences"", 'rating': '8/10'}, {'review': 'Beautiful, just beautiful', 'rating': '10/10'}, {'review': 'one sided', 'rating': '1/10'}, {'review': 'I loved it', 'rating': '8/10'}, {'review': 'It was fine.', 'rating': '6/10'}, {'review': 'Feminists?', 'rating': '2/10'}]}"
375,tt7291268,"{'imdb_id': 'tt7291268', 'comentarios': [{'review': 'My Real Intro to Lady Gaga', 'rating': '7/10'}, {'review': 'Everybody is great', 'rating': '6/10'}, {'review': ""Very good insight on Lady Gaga's life"", 'rating': '8/10'}, {'review': 'I THINK I LIKE GAGA NOW', 'rating': '8/10'}, {'review': 'Gaga Rocks!', 'rating': '8/10'}, {'review': 'Gaga: Five Foot Two chaotically illustrates the pressure and idolisation of being a pop star.', 'rating': '7/10'}, {'review': 'Lady Gaga up close', 'rating': '7/10'}, {'review': 'Nothing personal', 'rating': '3/10'}, {'review': 'Interesting insight - but a bit random as expected with Gaga', 'rating': '6/10'}, {'review': 'An investigation into ego', 'rating': '4/10'}, {'review': 'I wish the doc had been made better for such a great artist', 'rating': '6/10'}, {'review': ""Sweet Dee's success"", 'rating': '1/10'}, {'review': ""A deep path through a decade of Gaga's emotional journey..."", 'rating': '9/10'}, {'review': 'Made Me Respect Her More', 'rating': '10/10'}, {'review': 'An emotional documentary', 'rating': '7/10'}, {'review': 'This is NOT Truth or Dare People!', 'rating': '10/10'}, {'review': 'Absolutely brilliant! A Must-Watch!', 'rating': '5/10'}, {'review': 'not so hot', 'rating': '10/10'}, {'review': 'Awesome!', 'rating': '6/10'}, {'review': 'Maybe a ""coming of age"" film for Gaga?', 'rating': '10/10'}, {'review': ""An unadulterated, pristine lens to see a superstar's private life"", 'rating': '1/10'}, {'review': 'Sadly a bit of a disaster film', 'rating': '9/10'}, {'review': ""My first ever review. Completely worth the watch if you're a creative type. Even if you're not...."", 'rating': '6/10'}, {'review': 'Probably', 'rating': '2/10'}, {'review': ""When Gaga Sings 'Hey Girl', We ALL Broke Into Laughter"", 'rating': 'Sin calificación'}]}"
376,tt7321274,"{'imdb_id': 'tt7321274', 'comentarios': [{'review': 'Deeply personal, heartfelt & moving', 'rating': '9/10'}, {'review': 'Beautiful and moving story of a courageous mom and her children after tragedy', 'rating': '10/10'}, {'review': 'Real people, real life...', 'rating': '10/10'}, {'review': 'Moving, engrossing, beautifully handled', 'rating': '9/10'}, {'review': 'Beautiful, touching, and remarkably well made', 'rating': '10/10'}, {'review': 'Close look at the effects on family of suicide', 'rating': '10/10'}, {'review': 'Beautiful family, touching story', 'rating': '10/10'}, {'review': 'Sad situation', 'rating': '3/10'}, {'review': 'An honest, touching insight into autism and the challenges of living with mental health issues.', 'rating': '10/10'}, {'review': 'A spectacular documentary.', 'rating': '10/10'}, {'review': 'The cathartic power of filmmaking', 'rating': '9/10'}, {'review': 'I had a hard time watching this', 'rating': '4/10'}, {'review': 'Close to Death/Life', 'rating': '6/10'}, {'review': 'Stunning', 'rating': '10/10'}, {'review': 'Autism not really......', 'rating': '4/10'}]}"
377,tt10514222,"{'imdb_id': 'tt10514222', 'comentarios': [{'review': 'A Play Put On Film', 'rating': '8/10'}, {'review': 'Excellent acting, great cast, but the movie as whole was boring.', 'rating': '4/10'}, {'review': ""The title might be Ma Rainey's Black Bottom, but it's Chadwick Boseman's last appearance that steals the show!"", 'rating': '8/10'}, {'review': 'It was good but went nowhere', 'rating': '4/10'}, {'review': 'The Actors Deserve Better', 'rating': '5/10'}, {'review': 'A poor stage-play, not a film', 'rating': '3/10'}, {'review': 'Powerful, well-acted August Wilson adaptation', 'rating': '7/10'}, {'review': 'Black Magic...', 'rating': '8/10'}, {'review': 'Not a Total Waste', 'rating': '5/10'}, {'review': 'Not Oscar worthy!', 'rating': '3/10'}, {'review': 'The Blues Singer', 'rating': '8/10'}, {'review': 'In memoriam', 'rating': '8/10'}, {'review': 'Directingfail!', 'rating': '3/10'}, {'review': 'Death = good.', 'rating': '4/10'}, {'review': ""Who's story was that about??"", 'rating': '2/10'}, {'review': 'More Fiction Than Fact', 'rating': '1/10'}, {'review': ""Ma Rainey's Black Bottom"", 'rating': '6/10'}, {'review': 'Performances!', 'rating': '8/10'}, {'review': 'Nice', 'rating': '8/10'}, {'review': 'Way too much talking', 'rating': '4/10'}, {'review': 'Great acting and characterization, no story', 'rating': '8/10'}, {'review': ""Disappointing! Should have been callend the Trumpeter's Lament"", 'rating': '2/10'}, {'review': 'A powerful play about bad-bottom black lady standing her ground', 'rating': '9/10'}, {'review': 'Drawn into another world and culture of music', 'rating': '9/10'}, {'review': 'Boseman Better Blues', 'rating': '8/10'}]}"
378,tt14111734,"{'imdb_id': 'tt14111734', 'comentarios': [{'review': 'Very Well Done Documentary', 'rating': '9/10'}, {'review': 'In America, We Love the Wealthy and We Hate the Wealthy', 'rating': '8/10'}, {'review': 'Confirming a general suspicion', 'rating': '8/10'}, {'review': 'This is America', 'rating': '7/10'}, {'review': 'The new type of documentary: with actors', 'rating': '5/10'}, {'review': 'Aint it great being rich', 'rating': '10/10'}, {'review': 'This film is accidentally deceiving...', 'rating': '9/10'}, {'review': 'Prestige = Deceit', 'rating': '10/10'}, {'review': 'The Rich Are Our Enemy', 'rating': '10/10'}, {'review': 'Jared kushner', 'rating': '10/10'}, {'review': 'Elite Schools and the Rich', 'rating': '8/10'}, {'review': 'Well Done Reenactment', 'rating': '5/10'}, {'review': 'Operation watch and forget', 'rating': '8/10'}, {'review': 'Well Crafted Documentary with Eye-Opening Wiretapped Conversations', 'rating': '8/10'}, {'review': 'The tea I needed', 'rating': '7/10'}, {'review': 'The College system seems broken, or not?', 'rating': '6/10'}, {'review': 'Depiction of a sad reality', 'rating': '6/10'}, {'review': 'The real scam is the way the government & education system is:', 'rating': '8/10'}, {'review': 'Surprisingly, their hybrid style worked...', 'rating': '6/10'}, {'review': 'EYE-OPENING', 'rating': '8/10'}, {'review': 'Speechless', 'rating': '7/10'}, {'review': ""Here's Something No One's Ever Said: I Need More Lori Loughlin"", 'rating': '9/10'}, {'review': ""One of the best documentaries I've watched."", 'rating': '4/10'}, {'review': 'More like ""Operation Wrist Slap""', 'rating': '2/10'}, {'review': 'Terrible documentary based on a poor story', 'rating': 'Sin calificación'}]}"
379,tt9046574,"{'imdb_id': 'tt9046574', 'comentarios': [{'review': 'everyone should know about Robert Johnson', 'rating': '9/10'}, {'review': 'Gaps', 'rating': '6/10'}, {'review': 'A story everyone should know...', 'rating': '9/10'}, {'review': '""...he wanted to make his living with the blues.""', 'rating': '8/10'}, {'review': 'Pleasant documentary', 'rating': '7/10'}, {'review': 'The Man, The Myth, The Legend: Robert Johnson', 'rating': '10/10'}, {'review': 'The story of Robert Johnson is intriguing but this could have been a 10 minute documentary', 'rating': '7/10'}, {'review': 'Robert Johnson revealed', 'rating': '7/10'}, {'review': 'A Great Film about Robert Johnson', 'rating': '10/10'}, {'review': 'Devil Take The Foremost', 'rating': '7/10'}, {'review': 'Huh? I learned almost nothing....', 'rating': '2/10'}, {'review': 'I had more fun watching...', 'rating': '5/10'}, {'review': 'A compelling introductory documentary on the life of Delta blues legend Robert John', 'rating': '8/10'}, {'review': 'Supernatural did it BETTER', 'rating': '5/10'}]}"
380,tt9046576,"{'imdb_id': 'tt9046576', 'comentarios': [{'review': 'Interesting story', 'rating': '6/10'}, {'review': 'Informative and revealing', 'rating': '7/10'}, {'review': 'Unjust still never settled', 'rating': '6/10'}, {'review': 'A wonderful weaving of modern history around a song', 'rating': '10/10'}, {'review': 'Greed', 'rating': '3/10'}, {'review': ""I don't know what a couple of other reviewers watched"", 'rating': '5/10'}, {'review': 'Lion Lies', 'rating': '7/10'}, {'review': ""The Road To Destruction Is Paved With 'Good Intentions'."", 'rating': '5/10'}, {'review': 'Hmmmmmm', 'rating': '3/10'}, {'review': 'Pay The Linda Sisters', 'rating': '10/10'}]}"
381,tt9046568,"{'imdb_id': 'tt9046568', 'comentarios': [{'review': 'Very compelling mystery into a brutal action.', 'rating': '9/10'}, {'review': 'Astonishing', 'rating': '9/10'}, {'review': 'Tragedy meets barbarity.', 'rating': '10/10'}, {'review': 'Well done', 'rating': '9/10'}, {'review': 'Incredible piece of history', 'rating': '8/10'}, {'review': 'Shocking truth, a real atempt at a falseflag by MI5', 'rating': '10/10'}, {'review': 'Could have used a full 90 minutes', 'rating': '7/10'}, {'review': 'Uncovering murky truths', 'rating': '6/10'}, {'review': 'Us British Are A ruthless Race...', 'rating': '8/10'}, {'review': 'The truth is ... blood', 'rating': '7/10'}, {'review': 'Disturbing', 'rating': '7/10'}, {'review': 'Build Me Up, Cover Up', 'rating': '8/10'}, {'review': 'This documentary explores the complexity of the troubles through investigating one tragedy.', 'rating': '8/10'}]}"
382,tt6081408,"{'imdb_id': 'tt6081408', 'comentarios': [{'review': 'How surfing helps with PTSD', 'rating': '7/10'}, {'review': 'Perpetuates Stereotypes, Combat veterans actually commit sucide less than non veterans', 'rating': '5/10'}, {'review': 'I still hate writing titles.', 'rating': 'Sin calificación'}]}"
383,tt6172460,"{'imdb_id': 'tt6172460', 'comentarios': [{'review': 'Alex Jones was right...the chemicals in the water turns the frogs', 'rating': '7/10'}, {'review': 'A heartfelt, hilarious movie that embraces change', 'rating': '9/10'}, {'review': 'A Welcoming Return from One of the Oldest Nicktoons', 'rating': '6/10'}, {'review': 'The return of Rocko!', 'rating': '7/10'}, {'review': 'A letdown', 'rating': '1/10'}, {'review': 'Extremely disappointing.', 'rating': '7/10'}, {'review': ""A reboot that gets it; a fandom that doesn't"", 'rating': '9/10'}, {'review': 'Nostalgia Purposes', 'rating': '1/10'}, {'review': 'Like Rocko, I just want my show back.', 'rating': '1/10'}, {'review': 'What the heck man?', 'rating': '6/10'}, {'review': 'OK', 'rating': '8/10'}, {'review': 'A funny, meta and heartwarming return.', 'rating': '9/10'}, {'review': 'A Blast From The Past', 'rating': '2/10'}, {'review': 'Not good.', 'rating': '9/10'}, {'review': 'Personally, this was a fantastic conclusion.', 'rating': '8/10'}, {'review': 'Great ending for the series', 'rating': '8/10'}, {'review': 'Rocko says Trans rights', 'rating': '7/10'}, {'review': ""Don't question change just follow. . . ."", 'rating': '10/10'}, {'review': 'Loved this movie.', 'rating': '10/10'}, {'review': 'Exceeded all expectations', 'rating': '2/10'}, {'review': 'Fun, enjoyable special with some important messages throughout', 'rating': '2/10'}, {'review': 'Political propaganda', 'rating': '9/10'}, {'review': 'Politics Disguised As Beloved Reboot', 'rating': '9/10'}, {'review': 'Too Much CHANGE!!... in a good way.', 'rating': 'Sin calificación'}, {'review': 'For a non fan of the original it was really good', 'rating': 'Sin calificación'}]}"
384,tt10287954,"{'imdb_id': 'tt10287954', 'comentarios': [{'review': 'A story that deserves more and better than this medium-level comedy-drama', 'rating': '5/10'}, {'review': 'Cool story, slow movie', 'rating': '5/10'}, {'review': 'A beautiful little Italian gem', 'rating': '10/10'}, {'review': ""Adapted from real life But it doesn't feel like that at all. Extremely absurd..."", 'rating': '4/10'}, {'review': ""Refreshing for the 68' generation"", 'rating': '9/10'}, {'review': 'Cute', 'rating': '6/10'}, {'review': 'Always be idealistic', 'rating': '9/10'}, {'review': 'One of the best movie ive seen as late', 'rating': '10/10'}, {'review': 'Mostly a disappointment', 'rating': '4/10'}, {'review': 'Much better than the average rating', 'rating': '8/10'}, {'review': 'my conciousness feels ...', 'rating': '9/10'}, {'review': 'Like an Italian car', 'rating': '1/10'}, {'review': 'A silly farce', 'rating': '10/10'}, {'review': 'Beautiful Little Movie', 'rating': '10/10'}, {'review': 'A story of freedom right from the Evil Empire', 'rating': '6/10'}, {'review': 'Fun to look at', 'rating': '3/10'}, {'review': 'Stretched a bit too thin', 'rating': '6/10'}, {'review': 'A waste', 'rating': '7/10'}, {'review': ""Giorgio's Audacity"", 'rating': '8/10'}, {'review': 'An absolute gem of a film.', 'rating': '6/10'}, {'review': 'Cute but flawed', 'rating': '9/10'}, {'review': 'Great story, some drag, lacks surliness', 'rating': '8/10'}, {'review': 'Solid story', 'rating': '10/10'}, {'review': 'Films on an incredible real story', 'rating': 'Sin calificación'}, {'review': 'One of the best movies', 'rating': 'Sin calificación'}]}"
385,tt2990140,"{'imdb_id': 'tt2990140', 'comentarios': [{'review': 'FINALY A GOOD SANTA MOVIE...', 'rating': '10/10'}, {'review': 'Oh no ho!', 'rating': '9/10'}, {'review': 'Kurt is Santa', 'rating': '9/10'}, {'review': 'Kurt is the best Santa ever', 'rating': '10/10'}, {'review': 'The Ending Scenes Will Warm Your Heart', 'rating': '10/10'}, {'review': 'Great movie , I do recommend , watch it with your family !', 'rating': '9/10'}, {'review': 'A Good Candidate to become a Christmas Classic', 'rating': '9/10'}, {'review': 'Kurt Russell rocks as Santa!', 'rating': '8/10'}, {'review': 'Kurt Russell is the Best Santa!', 'rating': '9/10'}, {'review': 'Great family movie', 'rating': '10/10'}, {'review': 'Best Xmas film in years! #Believe', 'rating': '10/10'}, {'review': ""Santa's gotta brand new bag!!!"", 'rating': '9/10'}, {'review': 'Fabulous and Festive', 'rating': '10/10'}, {'review': 'This was simply amazing...', 'rating': '8/10'}, {'review': 'Great for the whole family. Ignore the Critics. Love Kurt Russell', 'rating': '10/10'}, {'review': 'Magical!', 'rating': '10/10'}, {'review': 'Best Christmas (Santa) Movie Since Santa Clause', 'rating': '10/10'}, {'review': 'A Must See!', 'rating': '10/10'}, {'review': 'solid heart', 'rating': '7/10'}, {'review': ""Watch out Christmas! There's a new Seasonal Masterpiece"", 'rating': '9/10'}, {'review': 'A FEEL GOOD Christmas classic film Both inspirational and heart warming. Best Christmas present ever!!', 'rating': '8/10'}, {'review': 'Now that was a very good Christmas flick!', 'rating': '9/10'}, {'review': 'Easy to watch family holiday movie', 'rating': '8/10'}, {'review': 'A Warm Christmas Movie That Touches the Heaer! A Must See!', 'rating': '10/10'}, {'review': 'My favourite Christmas Movie ever', 'rating': '10/10'}]}"
