Film_id,Title,Premiere,Runtime,Genres,Language,Type,Description,Age_certification,IMDB_id,IMDB_score,IMDB_votes,TMDB_score,TMDB_votes,comentarios
tm244174,Okja,"June 28, 2017",121,"Adventure, Drama, Science Fiction, Fantasy",English/Korean,MOVIE,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",pg-13,tt3967856,7.3,116305.0,7.415,25.911,"{'imdb_id': 'tt3967856', 'comentarios': [{'review': ""Another distinctive film from Bong Joon-ho about wholesome values vs. society's self-interest"", 'rating': '8/10'}, {'review': 'Okja, a whole new look on livestock', 'rating': '10/10'}, {'review': ""You Won't Regret Watching This"", 'rating': '10/10'}, {'review': 'A technically outstanding but otherwise mediocre film', 'rating': '6/10'}, {'review': 'A beautiful fairytale for adults', 'rating': '8/10'}, {'review': 'Bold, Brilliant, and might just turn you Vegan', 'rating': '9/10'}, {'review': 'Excellent movie', 'rating': '8/10'}, {'review': 'Okja is a satirical take on corporate capitalism.', 'rating': '8/10'}, {'review': 'Surprising in unexpected ways', 'rating': '10/10'}, {'review': 'Pigs on a Wing', 'rating': '10/10'}, {'review': 'Being a huge animal lover, and vegan, I absolutely love this film.', 'rating': '9/10'}, {'review': 'Bold and Entertaining in equal measure, without skimping on the Food for Thought', 'rating': '6/10'}, {'review': 'An Audacious Crowd Pleaser', 'rating': '10/10'}, {'review': 'Cartoon Commentary', 'rating': '6/10'}, {'review': 'A must see film', 'rating': '9/10'}, {'review': 'Sort of like a too realistic Disney film', 'rating': '5/10'}, {'review': 'Hits surprisingly hard', 'rating': '8/10'}, {'review': 'most definitely overrated', 'rating': '5/10'}, {'review': 'An Excellent Cannes Film Debut On Netflix', 'rating': '4/10'}, {'review': 'Wildly Inconsistent but Bold and Often Very Enjoyable', 'rating': '9/10'}, {'review': 'Absurdist comedy with some terrible acting', 'rating': '7/10'}, {'review': 'All Rind', 'rating': '5/10'}, {'review': 'A netflix original that is worth your time', 'rating': 'Sin calificación'}, {'review': 'Eco Animal', 'rating': 'Sin calificación'}, {'review': 'imaginative but flawed', 'rating': 'Sin calificación'}]}"
tm426117,On My Skin,"September 12, 2018",100,Drama,Italian,MOVIE,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",UNKNOWN,tt7121252,7.3,9211.0,8.057,10.341,"{'imdb_id': 'tt7121252', 'comentarios': [{'review': 'Sulla mia pelle', 'rating': '8/10'}, {'review': 'One week within the depths of the abyss', 'rating': '8/10'}, {'review': 'A tour de force', 'rating': '8/10'}, {'review': 'Truthful brutality', 'rating': '9/10'}, {'review': 'Based on True Events, Incredibly Sad and Eye Opening', 'rating': '9/10'}, {'review': 'Emotional and heartbreaking true story made into an extraordinary movie', 'rating': '9/10'}, {'review': 'A real italian drama..except the fact, that really happened!', 'rating': '8/10'}, {'review': '***Must watch***', 'rating': '8/10'}, {'review': 'Averagely good', 'rating': '8/10'}, {'review': 'Slow, But Worthwhile', 'rating': '9/10'}, {'review': 'Breathtaking', 'rating': '9/10'}, {'review': 'One of those movies that is a journey to self-destruction, despair, loneliness and impotence.', 'rating': '7/10'}, {'review': 'A HARD HITTING FILM.', 'rating': '8/10'}, {'review': 'RIP Stefano Cucchi', 'rating': '9/10'}, {'review': 'On My Skin', 'rating': '8/10'}, {'review': 'A Very Difficult Subject', 'rating': '9/10'}, {'review': 'Alessandro Borghi is a marvelous actor', 'rating': '10/10'}, {'review': 'Sad italian story', 'rating': '9/10'}, {'review': 'Great acting', 'rating': '10/10'}, {'review': 'A slow-paced drama based on a real story.', 'rating': '7/10'}, {'review': 'Powerful film', 'rating': '7/10'}, {'review': '(Im)prisoned', 'rating': '8/10'}, {'review': 'GUT-WRENCH', 'rating': '8/10'}, {'review': 'MUST WATCH', 'rating': '9/10'}, {'review': 'a very efficient docu-drama', 'rating': '7/10'}]}"
tm918043,Raat Akeli Hai,"July 31, 2020",149,"Crime, Mystery, Thriller",Hindi,MOVIE,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",UNKNOWN,tt12567088,7.3,17570.0,7.2,4.929,"{'imdb_id': 'tt12567088', 'comentarios': [{'review': 'Good effort from a novice director.', 'rating': '8/10'}, {'review': 'More Than Just A Murder Mystery', 'rating': '8/10'}, {'review': ""Nawazuddin's Knives out"", 'rating': '7/10'}, {'review': 'Dark Murder Mystery...Indian Cinema is Evolving..!!!', 'rating': '8/10'}, {'review': 'I wish it had a better name', 'rating': '8/10'}, {'review': ""Netflix's Indian original content has been rescued."", 'rating': '7/10'}, {'review': 'Raat Akeli Hai: Dark SlowBurn Engaging', 'rating': '7/10'}, {'review': 'A good one time watch thriller', 'rating': '7/10'}, {'review': 'Content we want from Bollywood !! Just mind blowing !!', 'rating': '10/10'}, {'review': 'A perfect Murder Mystery that was required in Bollywood', 'rating': '10/10'}, {'review': 'Nawazuddin Siddiqui does it again.', 'rating': '10/10'}, {'review': 'Social Drama warped with Thriller', 'rating': '10/10'}, {'review': 'We need more directors like Honey Trehan.', 'rating': '9/10'}, {'review': ""Ila Arun's name is missing from the cast"", 'rating': '10/10'}, {'review': 'Not a perfect Muder Mystery but not boring either', 'rating': '6/10'}, {'review': 'Tension does weaken at times but interesting overall', 'rating': '6/10'}, {'review': 'A well-cooked murder mystery that works due to its performances and screenplay! [+69%]', 'rating': '7/10'}, {'review': 'Must watch movie', 'rating': '10/10'}, {'review': 'Meh...', 'rating': '5/10'}, {'review': 'Pure Murder mystry', 'rating': '8/10'}, {'review': 'Loved it!', 'rating': '10/10'}, {'review': 'Knives out inspired', 'rating': '6/10'}, {'review': 'Definitely too long!', 'rating': '5/10'}, {'review': 'Intriguing', 'rating': '8/10'}, {'review': 'Good thriller movie', 'rating': '8/10'}]}"
tm452900,ReMastered: Massacre at the Stadium,"January 11, 2019",64,Documentary,English/Spanish,MOVIE,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.",UNKNOWN,tt9046562,7.3,787.0,7.7,2.55,"{'imdb_id': 'tt9046562', 'comentarios': [{'review': 'More mystery to ...', 'rating': '8/10'}, {'review': 'Surprised how engrossing this was!', 'rating': '9/10'}, {'review': 'Interesting bit of Chilean history', 'rating': '7/10'}, {'review': 'Victor Victorious', 'rating': '7/10'}, {'review': 'Mildly Interesting At The Start', 'rating': '5/10'}]}"
tm457856,ReMastered: The Two Killings of Sam Cooke,"February 8, 2019",64,Documentary,English,MOVIE,"This investigation examines the mysterious shooting of soul icon Sam Cooke, whose death silenced one of the most vital voices in the civil rights movement.",UNKNOWN,tt9046564,7.3,2269.0,6.9,3.611,"{'imdb_id': 'tt9046564', 'comentarios': [{'review': 'Bringing to light more than just his great music.', 'rating': '8/10'}, {'review': 'Plain sight', 'rating': '7/10'}, {'review': ""what a wonderful world it is with Sam Cooke's music"", 'rating': '8/10'}, {'review': 'No conspiracy needed', 'rating': '6/10'}, {'review': 'Interesting biopic', 'rating': '7/10'}, {'review': '""I will do what I wanna do."" - Sam Cooke', 'rating': '7/10'}, {'review': 'Very misleading title, this is a bio doc that speculates on conspiracies.', 'rating': '4/10'}, {'review': 'Trying to make a killing on Sam Cooke', 'rating': '6/10'}, {'review': 'Enjoyed This Documentary... Others Missed', 'rating': '8/10'}, {'review': 'Beautiful Man', 'rating': '8/10'}, {'review': 'Educating the Masses on Sam Cooke', 'rating': '9/10'}, {'review': 'Sam Cooke had a perfect voice and image but not a perfect character', 'rating': '6/10'}, {'review': 'Interesting topic, lacked direction', 'rating': '5/10'}, {'review': 'Makes you think', 'rating': '9/10'}, {'review': 'Was OK but nothing to write home about...', 'rating': '6/10'}, {'review': 'Intriguing analysis...', 'rating': '8/10'}, {'review': 'Change gon come', 'rating': '7/10'}, {'review': 'No Facts were Changed', 'rating': '10/10'}, {'review': 'Turns predictable', 'rating': '5/10'}, {'review': 'From a documentary to a conspiracy.', 'rating': '8/10'}, {'review': 'Some Fact Changing to Fit a Narrative.', 'rating': '3/10'}, {'review': 'Disappointed', 'rating': '6/10'}, {'review': ""Ain't That Bad News..."", 'rating': '6/10'}, {'review': 'A fine biography', 'rating': '8/10'}, {'review': 'Watch it - But forget the nonsense', 'rating': '5/10'}]}"
tm945168,Secrets of the Saqqara Tomb,"October 28, 2020",114,Documentary,English/Arabic,MOVIE,"This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",UNKNOWN,tt13150630,7.3,6326.0,7.4,12.143,"{'imdb_id': 'tt13150630', 'comentarios': [{'review': ""Very popularised 'set up', not great archaeological method"", 'rating': '5/10'}, {'review': 'What they got right.', 'rating': '10/10'}, {'review': 'Somewhere In This Chaos Is A Great Documentary.', 'rating': '5/10'}, {'review': 'pretty amazing', 'rating': '8/10'}, {'review': 'Very interesting but could have been better!', 'rating': '7/10'}, {'review': 'The Secrets of the Saqqara Tomb remain secrets', 'rating': '4/10'}, {'review': ""Feeeeelings. Nothin' more than Feeeeelings..."", 'rating': '2/10'}, {'review': 'Seemed very staged', 'rating': '2/10'}, {'review': 'Painfull to watch', 'rating': '4/10'}, {'review': 'Embarrassing', 'rating': '4/10'}, {'review': 'Exasperating!', 'rating': '2/10'}, {'review': 'Incredible.', 'rating': '9/10'}, {'review': 'A good documentary about how archeology should not be done', 'rating': '1/10'}, {'review': 'Incredible', 'rating': '10/10'}, {'review': 'Immersive, true grit wonderment of Egyptology in motion.', 'rating': '9/10'}, {'review': 'Total failure', 'rating': '1/10'}, {'review': 'Looks staged', 'rating': '1/10'}, {'review': 'Netflix manages to make Egyptian archeology boring.', 'rating': '1/10'}, {'review': 'Good documentary', 'rating': '7/10'}, {'review': 'How to destroy ancient artifacts and graves.', 'rating': '2/10'}, {'review': 'seems to be based on some actual history', 'rating': '6/10'}, {'review': 'Better than most people give it credit for', 'rating': '8/10'}, {'review': 'Polishing to familiarity', 'rating': '1/10'}, {'review': 'Amateurs doing Archaeology (Disgraceful)', 'rating': '2/10'}, {'review': 'Disturbing to watch', 'rating': 'Sin calificación'}]}"
tm236659,Sky Ladder: The Art of Cai Guo-Qiang,"October 14, 2016",79,Documentary,English/Mandarin,MOVIE,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet: Sky Ladder, a visionary, explosive event that he pulls off in his hometown in China after 20 years of failed attempts.",UNKNOWN,tt5278930,7.3,1463.0,7.0,4.259,"{'imdb_id': 'tt5278930', 'comentarios': [{'review': 'Art is a bang', 'rating': '8/10'}, {'review': 'Well rounded documentary', 'rating': '9/10'}, {'review': 'Amazing Documentary and a HIDDEN GEM', 'rating': '9/10'}, {'review': 'Exquisite documentary with stunning visuals', 'rating': '8/10'}, {'review': 'Compelling story about passion, experiences, hard work ...A great watch ..', 'rating': '8/10'}, {'review': 'Sky Ladder: The Art of Cai Guo-Qiang', 'rating': '9/10'}]}"
tm239683,Team Foxcatcher,"April 29, 2016",90,Documentary,English/Russian,MOVIE,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",UNKNOWN,tt5598216,7.3,6572.0,7.1,6.08,"{'imdb_id': 'tt5598216', 'comentarios': [{'review': 'More added footage to an unsettling, intriguing story', 'rating': '8/10'}, {'review': 'Better Than The Other Two Films...??', 'rating': '8/10'}, {'review': 'Documented Demise of the Foxcatcher Team', 'rating': '6/10'}, {'review': 'Only really scratches the surface', 'rating': '10/10'}, {'review': 'Excellent Documentary', 'rating': '9/10'}, {'review': 'Thought provoking and sad', 'rating': '8/10'}, {'review': 'transparent person walking throught field', 'rating': '8/10'}, {'review': 'Compelling document of wealth & mental illness.', 'rating': '10/10'}, {'review': 'A Must See for all in the Wrestling Community', 'rating': '10/10'}, {'review': 'Best documentary - hands down!', 'rating': '8/10'}, {'review': 'Well documented descent into the mind of a sad little man', 'rating': '8/10'}, {'review': ""Team Foxcatcher is worth the catch. It's a very good documentary."", 'rating': '9/10'}, {'review': 'Brilliant and gutting', 'rating': '9/10'}, {'review': 'Proof that wealth has as many negatives as benefits', 'rating': '7/10'}, {'review': 'Disturbing at times', 'rating': '9/10'}, {'review': 'Wrestling with demons', 'rating': '9/10'}, {'review': 'Narrators points of view', 'rating': '8/10'}, {'review': 'The chilling,creepy life of du Pont', 'rating': '3/10'}, {'review': 'Upsetting scenes of hunting', 'rating': '8/10'}, {'review': 'good old f..... money', 'rating': '10/10'}, {'review': 'Outstanding Documentary,', 'rating': '6/10'}, {'review': 'Sick Unsettling Movie', 'rating': 'Sin calificación'}]}"
tm425889,The Ballad of Buster Scruggs,"November 16, 2018",132,"Western, Comedy, Drama",English,MOVIE,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",r,tt6412452,7.3,144294.0,7.145,32.555,"{'imdb_id': 'tt6412452', 'comentarios': [{'review': 'Easy to enjoy, hard to say why', 'rating': '9/10'}, {'review': 'The Coens return with the most unique movie of the year!', 'rating': '9/10'}, {'review': 'In this day and age, this is a real gem of a movie', 'rating': '9/10'}, {'review': 'More Astounding Moviemaking By The Coen Brothers', 'rating': '6/10'}, {'review': '""Things have a way of escalatin\' out here in the West...""', 'rating': '6/10'}, {'review': ""What's the point? I don't know."", 'rating': '8/10'}, {'review': 'Smart, Well Done & Boring', 'rating': '10/10'}, {'review': 'How About Them Westerns?', 'rating': '8/10'}, {'review': 'An instant classic: I cannot praise this magnificent film too highly.', 'rating': '7/10'}, {'review': 'Unusual and clever', 'rating': '10/10'}, {'review': 'Dark comedy ends up just dark', 'rating': '9/10'}, {'review': 'How did his treasure fly under my radar???', 'rating': '3/10'}, {'review': 'Six short stories made into a great Western', 'rating': '6/10'}, {'review': 'Begins awesome and then goes downhill', 'rating': '9/10'}, {'review': ""Started well but couldn't keep it rolling"", 'rating': '5/10'}, {'review': 'The Dark & Crazy Side of the Wild West', 'rating': '10/10'}, {'review': ""Not One of the Coens' Best"", 'rating': '9/10'}, {'review': 'Addition', 'rating': '8/10'}, {'review': 'Good content finds the right format', 'rating': '5/10'}, {'review': 'Forceful and solid collection of Western tales', 'rating': '9/10'}, {'review': 'Tales without any meaning except visuals purpose?', 'rating': '9/10'}, {'review': 'Excellent, off-beat Western mélange', 'rating': '1/10'}, {'review': ""The coup de grâce I'll leave to the wolves and Gila monsters"", 'rating': '6/10'}, {'review': ""Six Pairs of The Emperor's New Clothes"", 'rating': 'Sin calificación'}, {'review': 'Good, Bad, Boring a mixed bag', 'rating': 'Sin calificación'}]}"
tm313988,The Death and Life of Marsha P. Johnson,"October 6, 2017",105,Documentary,English,MOVIE,"Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.",UNKNOWN,tt5233558,7.3,2964.0,7.3,6.792,"{'imdb_id': 'tt5233558', 'comentarios': [{'review': 'Spaces', 'rating': '7/10'}, {'review': 'Another amazing documentary from David France', 'rating': '8/10'}, {'review': 'people with the least.. share the most', 'rating': '8/10'}, {'review': 'Should be required viewing', 'rating': '9/10'}, {'review': 'Forgive the director', 'rating': '7/10'}, {'review': 'The woman, the story, and a little hope for the future', 'rating': '10/10'}, {'review': 'Better editing may have made this more watchable', 'rating': '2/10'}, {'review': 'Deserves a better edition though', 'rating': '8/10'}, {'review': 'unwill', 'rating': '10/10'}, {'review': 'Powerful.', 'rating': '10/10'}, {'review': 'Amazing Lady', 'rating': '9/10'}]}"
tm219248,The Fundamentals of Caring,"June 24, 2016",97,"Comedy, Drama",English,MOVIE,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",r,tt2452386,7.3,72083.0,7.326,14.985,"{'imdb_id': 'tt2452386', 'comentarios': [{'review': ""This film demonstrates that 'direct to Netflix' is NOT a bad thing at all."", 'rating': '9/10'}, {'review': 'Engaging, Endearing, Quirky, Moving.', 'rating': '9/10'}, {'review': 'Subtly Acted and Heartwarming,', 'rating': '8/10'}, {'review': ""Wow.... I wasn't expecting that."", 'rating': '8/10'}, {'review': 'Solid', 'rating': '7/10'}, {'review': 'Just great', 'rating': '9/10'}, {'review': 'How do u comeback from continuous bad Adam Sandler movies? By making The Fundamentals Of Caring.', 'rating': '10/10'}, {'review': 'Simple, funny and emotional', 'rating': '9/10'}, {'review': 'Best watch in some time', 'rating': '8/10'}, {'review': 'Really really enjoyed this', 'rating': '8/10'}, {'review': 'A great movie that should be put up with some of the best road trip films ever.', 'rating': '9/10'}, {'review': 'Gets you in the first 10 minutes', 'rating': '8/10'}, {'review': 'Surprisingly pleasant and overly warming.', 'rating': '9/10'}, {'review': 'So awesome I can forgive the missteps from reality!', 'rating': '10/10'}, {'review': 'Very rarely do I get attached to characters like I did in this film', 'rating': '7/10'}, {'review': 'Netflix Originals are gonna get better if they keep doing this.', 'rating': '8/10'}, {'review': 'The perfect balance of drama and comedy', 'rating': '10/10'}, {'review': ""A simply simple movie that's a great watch"", 'rating': '7/10'}, {'review': 'A feel good movie', 'rating': '6/10'}, {'review': 'Selena actually funny', 'rating': '10/10'}, {'review': 'Absolute Gem and A Must See', 'rating': '8/10'}, {'review': 'Easy to Care About', 'rating': '9/10'}, {'review': 'We Care A Lot.', 'rating': '9/10'}, {'review': 'The Fundamentals of a Story', 'rating': '8/10'}, {'review': 'Feelgood road trip movie', 'rating': 'Sin calificación'}]}"
tm446176,American Factory,"August 21, 2019",110,Documentary,English,MOVIE,"In post-industrial Ohio, a Chinese billionaire opens a new factory in the husk of an abandoned General Motors plant, hiring two thousand blue-collar Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.",UNKNOWN,tt9351980,7.4,21694.0,7.2,12.978,"{'imdb_id': 'tt9351980', 'comentarios': [{'review': 'two sides of failure', 'rating': '7/10'}, {'review': 'Either Hilarious or Depressing', 'rating': '8/10'}, {'review': 'Chilling', 'rating': '8/10'}, {'review': '385 million workers will be out of job by 2030', 'rating': '9/10'}, {'review': 'China is Next', 'rating': '8/10'}, {'review': 'Anyone concerned about the effects on real people of globalization should see this film', 'rating': '9/10'}, {'review': 'Thought provoking and mature exploration of a meeting of two potentially warring cultures.', 'rating': '7/10'}, {'review': 'Absolutely fascinating film', 'rating': '10/10'}, {'review': 'This is a MUST-SEE for everyone!', 'rating': '10/10'}, {'review': 'Education', 'rating': '8/10'}, {'review': 'An interesting take on American businesses needing to be supported by China', 'rating': '8/10'}, {'review': 'A most entertaining yet informative documentary', 'rating': '9/10'}, {'review': 'Interesting and Engaging', 'rating': '10/10'}, {'review': 'Surprisingly even-handed examination at factory work in America, and China', 'rating': '10/10'}, {'review': 'A real horror film', 'rating': '9/10'}, {'review': 'My Too Long Diatribe Is A Painful Catharsis...Just See This Film, Please.', 'rating': '8/10'}, {'review': 'A MUST WATCH', 'rating': '10/10'}, {'review': 'Some Extra thoughts about this Documentary', 'rating': '9/10'}, {'review': 'Chinese robots versus American oldtimers.', 'rating': '9/10'}, {'review': 'A thought-provoking documentary that is very well-done', 'rating': '10/10'}, {'review': ""The pros and cons of work as it's pro union vs. pro labor, and it spotlights how technology affects worker trade."", 'rating': '8/10'}, {'review': 'American Factory Fully Engages (& Has Nothing to do with The Obamas)', 'rating': '8/10'}, {'review': 'American Factory Is Something of a Horror Film', 'rating': '8/10'}, {'review': 'American Factory', 'rating': '5/10'}, {'review': 'Volumes have been spoken', 'rating': '8/10'}]}"
tm351214,Long Shot,"September 29, 2017",40,"Comedy, Romance",English,MOVIE,"When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around unexpected raw footage.",UNKNOWN,tt2702692,7.4,7857.0,7.3,4.708,
tm845415,Miss Americana,"January 31, 2020",85,"Documentary, Music",English,MOVIE,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",r,tt11388580,7.4,19482.0,7.9,16.672,"{'imdb_id': 'tt11388580', 'comentarios': [{'review': 'Wow', 'rating': '10/10'}, {'review': 'A Look Into the Personal Life of a Pop Icon', 'rating': '9/10'}, {'review': 'Respect', 'rating': '10/10'}, {'review': 'A good girl finds her voice', 'rating': '9/10'}, {'review': ""Haven't been a huge fan, I have been interested in what fame does to Artists."", 'rating': '9/10'}, {'review': 'Great documentary', 'rating': '10/10'}, {'review': 'Wow.', 'rating': '10/10'}, {'review': 'Taylor hit the right note with this documentary', 'rating': '10/10'}, {'review': ""Actually a very good Netflix docufilm to see a well known singer's life behind the scenes"", 'rating': '8/10'}, {'review': 'Unfortunately, boring', 'rating': '5/10'}, {'review': 'A look behind the veil', 'rating': '9/10'}, {'review': 'HEARTBREAKING. INSPIRATIONAL.', 'rating': '10/10'}, {'review': 'What A Great... Infomercial', 'rating': '1/10'}, {'review': 'Genius', 'rating': '10/10'}, {'review': 'Feel sorry for the snowflake', 'rating': '2/10'}, {'review': 'A beautiful surprise', 'rating': '8/10'}, {'review': 'Loved this documentary', 'rating': '10/10'}, {'review': 'BEST FEBRUARY GIFT EVER', 'rating': '10/10'}, {'review': 'This movie could be about any girl', 'rating': '9/10'}, {'review': 'A pretty messy movie with an important message', 'rating': '8/10'}, {'review': 'Swift Herself Is Not the Problem', 'rating': '2/10'}, {'review': ""When you thought you knew someone but you didn't"", 'rating': '10/10'}, {'review': 'Meme Level Ridiculous', 'rating': '1/10'}, {'review': 'Honestly a sad sad documentary.', 'rating': '3/10'}, {'review': ""And I'm not even a Taylor Swift fan."", 'rating': '10/10'}]}"
tm977782,Shawn Mendes: Live in Concert,"November 25, 2020",87,"Music, Documentary",English,MOVIE,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",pg,tt13528990,7.4,327.0,7.9,6.757,"{'imdb_id': 'tt13528990', 'comentarios': [{'review': 'Amazing performer!', 'rating': '10/10'}, {'review': 'Shawn Mendes: Live in Concert', 'rating': '4/10'}, {'review': 'Concert experience', 'rating': '10/10'}, {'review': ""Glad I Didn't waste Money Seeing Him Live"", 'rating': '3/10'}, {'review': 'Nice Concert', 'rating': '6/10'}, {'review': 'Boring', 'rating': '2/10'}, {'review': 'Manioulation by Netflix', 'rating': '1/10'}]}"
tm367065,Shirkers,"October 26, 2018",97,Documentary,English,MOVIE,"In 1992, teenager Sandi Tan shot Singapore's first indie road movie with her enigmatic American mentor Georges – who then vanished with all the footage. Twenty years later, the 16mm film is recovered, sending Tan, now a novelist in Los Angeles, on a personal odyssey in search of Georges' vanishing footprints.",UNKNOWN,tt7472352,7.4,5145.0,7.5,6.081,"{'imdb_id': 'tt7472352', 'comentarios': [{'review': 'Wild adventure about dreams and illusion', 'rating': '7/10'}, {'review': 'Wade through the first half. The second half is compelling.', 'rating': '7/10'}, {'review': ""Epitome of the self-indulgent 'filmmaker'"", 'rating': '5/10'}, {'review': 'Mildly intriguing but nowhere near as much as Tan thinks it is', 'rating': '5/10'}, {'review': 'a classic lesson from the school of hard knocks, and an overdue exorcism that feels salutary to everyone who was duped for their youthful naiveté', 'rating': '7/10'}, {'review': 'Utterly pretentious and annoyingly engaging', 'rating': '2/10'}, {'review': 'Huh? Did I just watch an award winning film about nothing?', 'rating': '2/10'}, {'review': 'Why should we care?', 'rating': '4/10'}, {'review': 'Self-important slow burning dud', 'rating': '1/10'}, {'review': 'Kids from Rich Conservative Families Want to Be Outcasts & Make a Film', 'rating': '8/10'}, {'review': 'Talented Videographer with no story to tell', 'rating': '1/10'}, {'review': 'Unique and touching', 'rating': '1/10'}, {'review': 'The definition of pretentious.', 'rating': '8/10'}, {'review': 'An uninteresting women makes an uninteresting movie which fortunately disappears.', 'rating': '9/10'}, {'review': 'Innocent and pure', 'rating': '3/10'}, {'review': 'Weak 4.5 // Filmmaking as Therapy', 'rating': '2/10'}, {'review': 'I want my 1hr and 37m back!', 'rating': '5/10'}, {'review': ""Don't waste your time"", 'rating': '8/10'}, {'review': 'Not very interesting', 'rating': '9/10'}, {'review': 'Shirkers deserves to be on the list of classic foreign films.', 'rating': '1/10'}, {'review': 'Being Alive', 'rating': '8/10'}, {'review': ""Beware the 7.5 Rating is fake! Don't waste your time"", 'rating': '10/10'}, {'review': 'An Interesting Story.', 'rating': '1/10'}, {'review': ""A journey through Sandi Tan's Kaleidoscopic Memories"", 'rating': 'Sin calificación'}, {'review': 'soooo boring', 'rating': 'Sin calificación'}]}"
tm675171,The Black Godfather,"June 7, 2019",118,"Documentary, Music",English,MOVIE,"Follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",UNKNOWN,tt10289996,7.4,1363.0,6.8,3.454,"{'imdb_id': 'tt10289996', 'comentarios': [{'review': 'Who dat', 'rating': '8/10'}, {'review': 'Fantastic Piece of Non-Fictional Cinema', 'rating': '10/10'}, {'review': '""The Black Godfather"" is pure gold.', 'rating': '9/10'}, {'review': 'Brilliant.', 'rating': '10/10'}, {'review': 'Interesting Life and Career', 'rating': '10/10'}, {'review': 'History greatly portrayed', 'rating': '8/10'}, {'review': 'An amazing watch!', 'rating': '9/10'}, {'review': 'So the guy is famous, yet unknown to the general public', 'rating': '1/10'}, {'review': 'Too long and too many boring conversation! Not intense and no drama! Not a good documentary movie!', 'rating': '9/10'}, {'review': 'A very good movie.', 'rating': '5/10'}, {'review': 'Lacks nuance, very fragmented', 'rating': '5/10'}, {'review': 'Diving into the music business... but ...', 'rating': 'Sin calificación'}]}"
